
"ID_REF"	"GSM878095"	"GSM878096"	"GSM878097"	"GSM878098"	"GSM878099"	"GSM878104"	"GSM878105"	"GSM878106"	"GSM878107"	"GSM878108"
"213274_s_at"	7830.5	9579.4	18249.5	9883.8	6607.7	18560.4	20029.7	13188.4	11800.3	13614.2
"213275_x_at"	15350.9	11148.3	31111.5	19789.1	12199.8	26667.7	29274.4	15216.4	13158.7	19783.2
"213276_at"	9.7	39.8	9.8	14.1	36.5	21.6	133.2	14.6	70.8	15.3
"213277_at"	60.2	44.6	20.2	80.8	140.4	52	460.9	21.4	183.7	145
"213278_at"	1321.8	1392.5	1502.7	1281.8	1587.6	1500.5	1298.6	1373.7	965.2	1358.2
"213279_at"	1754.3	1480.9	2705.8	1968.8	1446	1295.2	1557.9	2738.5	1440.9	1774.5
"213280_at"	304.5	106.7	528.1	444.9	283.2	814.1	802.2	528.9	470.5	437.1
"213281_at"	779.3	862.9	1050.5	499.4	448.9	881.8	589.5	446.8	411.2	534.8
"213282_at"	2263.1	2096.9	2048.1	2386.1	2313	1503.5	1388.7	1523	1808.7	1694.9
"213283_s_at"	1741.1	913.3	934	1521.4	663.9	838.5	818.7	680	819.5	840.9
"213284_at"	9	90.9	76.6	17.3	231.2	56.3	43.7	20.1	10.2	97
"213285_at"	430.7	239.7	590.2	1154	229.3	229.2	746.6	307.5	204.9	442.6
"213286_at"	444.2	802.8	634.5	576.7	617.6	481.9	448	699.9	852.4	705.4
"213287_s_at"	8935.5	6856.8	9056.4	7941.9	8367.6	5675.7	6481.8	5408.2	8759.9	5845.4
"213288_at"	1371.3	1438.3	1592	2026.2	1511	1215.5	1602	1010.5	862.4	1141
"213289_at"	1364.8	1672.1	1325.9	1240.7	1695.8	933.5	1132.9	1334.6	1009.5	1307.4
"213290_at"	4660.4	5411.9	4600.9	3585.9	6169.1	8945.1	8095.3	5335.5	7176.2	5326
"213291_s_at"	3759.5	5019.7	3378.4	3867.4	4387.5	3704.7	3423.6	3519.8	4098.8	3457.7
"213292_s_at"	1349.4	2090.1	1242	1116.7	1492.7	1358.7	1274.7	1515.4	1651.4	1235.9
"213293_s_at"	9298.3	8019.6	18167.4	16079	17435	10297.6	8978.8	14938.7	9651.8	10419.5
"213294_at"	7001.7	3495.2	10531.5	11867.5	6360.6	6195.1	4451.2	8212.5	6153.8	4982.6
"213295_at"	1348.2	1110.6	1996.2	2012.9	1990.1	1732.7	1373.7	2226.2	1808.3	2046.3
"213296_at"	1512.6	1135.4	1359.7	2056.5	1523.1	1727	2024.2	1543.4	1282.1	1104
"213297_at"	359.2	517.1	367.4	339.9	332.9	159.4	806.2	277.1	227.6	77.8
"213298_at"	340.3	721.2	425.4	430.4	673	607.6	506.9	592.3	432.2	718.2
"213299_at"	264.7	231.3	292.9	186.9	163.3	494.6	398.7	386.8	352	338.7
"213300_at"	1040.4	1104.7	688.7	588.9	889.7	859	704.3	935.4	497.7	793.4
"213301_x_at"	705.1	783	682.4	692.6	884.7	789.3	393.1	579.4	521.9	828.8
"213302_at"	628.7	1021.8	436.3	849.8	1193.7	469.2	352.2	517.9	556.2	741.1
"213303_x_at"	308.3	212.1	287.9	98.8	174.8	345	427.5	395.4	413	394.2
"213304_at"	1676.5	2169	1588	1910	1683	1435.3	1514.8	839.8	2165.4	1436.7
"213305_s_at"	3068.1	3328.5	3884.9	3082	4469.1	2918	2456.4	2543.1	3467.2	2969.9
"213306_at"	2613.3	2586.7	2795.9	2965.5	2801.1	2873.2	2441	3269.1	2783.2	3802.2
"213307_at"	141.3	146.9	156.8	334.6	83.7	59.4	134.9	158.3	77.4	48.6
"213308_at"	71.5	48.7	296.7	441.6	10.6	157.5	499.3	430	210.6	120.7
"213309_at"	269.8	289.7	239.9	787.3	260.6	236.6	111.6	146.8	34.6	231.1
"213310_at"	851	1624.9	926.5	749	765.1	1001	916.9	864.6	923.4	1012.1
"213311_s_at"	3606.9	2838.9	3481.5	4235.9	2642.6	3115.2	1940.1	4031.6	1765.9	2600.6
"213312_at"	1091.1	659.1	948.7	1155.7	930.1	806.5	1327.6	1136.5	862.4	1283.6
"213313_at"	4555.6	5083.8	5043	5020.1	6677.5	4231.8	5309	5278.3	3435	4730.3
"213314_at"	251.8	324.1	327.4	205.7	448.2	269	689.6	190.3	172.2	225.6
"213315_x_at"	3300.1	3125.7	4517.2	2985.6	3663.7	4081.6	5407.5	4225.3	3966.7	4043.9
"213316_at"	2872.8	1515.8	2610.1	1846.7	2564.9	5071.5	3596.3	2826.2	1981.8	3795.2
"213317_at"	5.5	36.1	8.5	14.2	3	69.3	29.2	2.7	4.1	26.1
"213318_s_at"	6537	9015.4	4845.8	5709.4	5442.4	8736.6	6712.2	9149.9	7559	7928.1
"213319_s_at"	190.6	147.1	164.3	71.4	119.7	70.4	77.2	249.3	118.1	53.2
"213320_at"	1064.1	1284	1043.4	1144.3	1304.3	996.5	1096.8	1388.2	1067.4	963.9
"213321_at"	340.9	549.7	558.4	735.3	212.3	94.4	489.6	565.2	300.6	50.1
"213322_at"	1233.1	1149.3	1296.2	1323.3	1289.9	776.8	1032.2	795.8	986.7	912.6
"213323_s_at"	346.3	449.3	360	383.1	233.9	696	201.5	729.4	627.9	797
"213324_at"	800.5	1327.3	653.4	788.6	924.3	1537.3	354.1	1314	1122.1	1277.8
"213325_at"	1962.1	1384.4	1498.2	1359.6	2130	1360.2	1206.2	2698.4	1639.4	1392.1
"213326_at"	1114.1	636.4	1378.3	1259.5	1603	1005.9	1125.1	910.4	486.5	1072.2
"213327_s_at"	1475.3	1235.6	1638.8	1818.5	1589.3	1388.8	2254.7	1070.1	1586	1618.2
"213328_at"	856.5	511	595.6	1033.4	418.1	499.4	560.8	382.2	461.4	431.4
"213329_at"	484.7	840	751.5	911.7	664.5	733.9	758.1	833.6	806.7	957.6
"213330_s_at"	3589.3	4531.6	3930.3	3863.5	5621.2	3793.7	3272	3797.6	3666.8	3081.1
"213331_s_at"	1782.3	2034.2	1902	1934.4	1543.5	1424.9	1569.1	1395.2	1499.6	1502.7
"213332_at"	436.1	721.2	259.9	457.2	192.3	369.6	728.8	400.9	883	500.6
"213333_at"	1078.3	1274	866	836.2	1068.5	1290	1630.5	1124.1	1164	1172.2
"213334_x_at"	789.6	700	840.2	1095.2	1151.4	1032.8	1764.8	807.5	1521.2	1038.7
"213335_s_at"	11.6	55.3	5.2	38	17.3	14	141.6	5.1	14.5	7.4
"213336_at"	241.5	81	174.5	294.6	184.9	38.7	87.8	194.5	120.6	77.1
"213337_s_at"	61.6	120.3	96.6	167.4	135.8	289.7	181.8	80.4	86.2	250.3
"213338_at"	14662.3	9176.9	786.8	4408	8935.2	3860.1	8922.1	5214.7	3548.2	4288.4
"213339_at"	154.3	170.5	120.2	112.5	33.5	40.4	334.2	105.4	114.8	101.2
"213340_s_at"	2248.5	1840.3	1548.3	1942.8	1818.3	1945	1960.8	1546.7	1874.6	1558
"213341_at"	2360	2046.4	2346.1	2021.7	1629.5	2232.9	2125.2	1697.9	2097.7	1796.3
"213342_at"	2450	2602.8	2413.8	2320.1	4098.4	1663.8	1941	2996.4	3458.1	3215.4
"213343_s_at"	872.7	1229.1	2074.4	1306.7	167.7	2220.3	1023.9	1088.7	645.7	926.5
"213344_s_at"	301.1	338.2	206.7	310.2	271.5	385.5	150.4	173.2	422.1	350.9
"213345_at"	1095.4	1313.5	715.1	718.6	1016.4	2513.5	3346.2	1616.1	1664.9	1394.9
"213346_at"	1025.3	709.2	1105.8	1083.4	1684.9	540.6	628.9	976	1148.5	1228.3
"213347_x_at"	71972.4	49956.6	59742.8	51424	59279.3	82396.3	75311.1	72875.5	96135.5	77356.5
"213348_at"	716.8	540	663.4	796.7	682.6	671.8	1782.5	447.3	819.2	854.5
"213349_at"	1041.5	884.8	1002.4	967.7	1005.8	690.9	753.9	765.5	1006.4	922.5
"213350_at"	672.1	496.3	584	823	944.6	741.5	744.2	507.6	618.7	396.1
"213351_s_at"	951.9	585.2	1210.2	743.8	864.5	1673.3	1257.5	857.8	1605.5	1148.6
"213352_at"	444.7	577.4	713.4	463	631	876.8	877.9	969.5	1006.7	861.6
"213353_at"	354.4	421.7	297.3	611.3	478.6	168.8	286.6	235.9	304.5	278.2
"213354_s_at"	9.5	5.9	13.3	12.2	6.7	31.4	129.5	112.8	9.5	192.9
"213355_at"	41.5	55.6	12.8	202.4	106.6	73.5	132.2	23.6	9	73.8
"213356_x_at"	51327.3	41160.6	45544.8	42814	51824.7	35734.2	33237.3	37408.3	60302.6	40322.3
"213357_at"	14318.4	12195.6	14365	13618.6	12477	11925	12271.6	11633.5	18018.3	14983.8
"213358_at"	2389.7	3192.3	2036.9	3643.8	4559.9	2679.7	3557.1	2575.6	1402.7	2566
"213359_at"	705.8	1026.9	1311.1	1823.3	1068.4	1165.5	1097.4	848.6	1733.2	700.4
"213360_s_at"	7951.7	9460.9	4651.6	4806.7	6184.6	9082.8	6201.6	5938.5	7533.9	6887.1
"213361_at"	1406.2	1290.4	1452.8	1588.1	1364.3	1062.7	1062.6	1619.5	569.7	984.5
"213362_at"	127.2	266.2	108.9	137.9	72.4	337.5	921.1	181.4	878.7	174.7
"213363_at"	580.1	350.9	415.4	181.7	217	733	340.4	486.6	672.3	460.6
"213364_s_at"	2015.4	823.6	1670.6	2057.2	1142.9	1453	1374	1406.5	1576.2	1563.7
"213365_at"	783.4	854.7	921.1	791.9	1166.8	605.8	1009.5	557.8	589.8	598.3
"213366_x_at"	20533.2	21015.9	19905.4	18149	25959	17123.9	19811.8	17258.6	22396.9	18932.2
"213367_at"	537.1	574	472.7	939.2	362.5	861.5	99.5	595.5	717.9	615
"213368_x_at"	180.5	194.5	28	99.4	295.2	311.4	151.1	16.4	247	26.9
"213369_at"	8.8	7.3	10.3	8.3	37.4	13.3	78.1	20.1	11.3	9.2
"213370_s_at"	430.9	564.1	314.2	324.7	545.8	246	762.9	318.1	314.1	605.4
"213371_at"	209.5	248.6	263.3	119.5	1222.8	646	249.6	342.1	114.5	125
"213372_at"	2251.7	2360.9	1950.4	2120.4	2588.6	1341	717.8	2078.6	1482.3	1945.1
"213373_s_at"	1515.7	1055.8	1967.6	2028.8	1918	1336.4	1395.5	1205.7	1739.3	1220.7
"213374_x_at"	1656	1754.4	2040.1	3845	2150.2	1716.4	1576.9	2131.3	1210.7	1641.8
"213375_s_at"	1094.3	700.6	2129.6	2730.9	579.5	2062.9	3185.1	1246.6	2372.6	2002.4
"213376_at"	2552.4	2982	2290.4	2276.4	2681.6	2327.7	2322.5	2820.2	2529.5	3013.9
"213377_x_at"	75182.8	59625.3	63022.2	64153.6	72275.1	71972.4	82371.4	65569.6	97418.6	70060.6
"213378_s_at"	457.8	892.7	326.6	213.7	540.7	598.6	1343.9	701.7	601.6	671.6
"213379_at"	797	1134.2	974.6	1136.1	1678.1	693.3	141.5	1127.5	933.2	736.9
"213380_x_at"	210.7	193.2	224.6	90.6	290.9	444.1	701	279.8	488.6	30
"213381_at"	350.1	237.1	483.6	352.9	246.3	628.6	361.3	733.4	590.3	611.4
"213382_at"	6.5	64.7	39.8	3.9	71	52.7	122.3	62.1	65.3	12.2
"213383_at"	653.3	655.5	624.2	443.5	480.9	891.7	883.3	610.6	685.5	617.6
"213384_x_at"	625.3	679.7	624.8	656.6	633.3	603.8	960	757.6	750.1	888.5
"213385_at"	32.9	103.1	7.5	107.1	52.9	71.2	90.5	66.4	34.3	5.1
"213386_at"	430.1	430	530.5	607.3	462.5	450.9	676.4	674.5	504.4	504.6
"213387_at"	308.2	515.5	452.8	562.8	486	239.5	259.9	327	495.1	423
"213388_at"	3848.9	2264.3	3174	4078.6	2236.6	2578.5	1712.2	1529.6	2629.9	2452.3
"213389_at"	473.7	453.5	268.2	335.8	497.6	607.7	653	451.4	493.2	409.6
"213390_at"	2743.7	2421.8	1975.1	2300.5	2161.4	2615	1472.9	1861.1	1465.8	1906.4
"213391_at"	2491.1	2387.9	2733	2398.1	2387.4	2372	1646.4	2537.1	2118.8	2313.3
"213392_at"	1084.4	1089.7	1299.9	1323.3	870.7	601.9	576.4	955.7	854	820.2
"213393_at"	181.5	221.7	204.8	222.2	339.1	208	62.4	188.3	110.5	156.3
"213394_at"	618	969.4	425.7	820.9	954.6	1181.9	1504.5	615	577.4	835.1
"213395_at"	87.5	72	21.9	42.5	175.5	94.3	55.3	99.7	30.7	24
"213396_s_at"	1297.1	1440.7	1289	1456.2	1195.6	1515.7	1963.5	1827.7	1975.2	1543.8
"213397_x_at"	5208.1	2778.8	6851.9	7298	2894.4	3767	3931	2665.6	2691.5	3136.1
"213398_s_at"	1449.2	1549.3	1634.8	1799.8	1907.3	1617.4	1906.5	1600.2	1378.5	1607.7
"213399_x_at"	20666.2	24719.5	25435.5	26965.5	29959.7	20373.8	13865.9	21059.9	21628	17581.8
"213400_s_at"	2864.6	3388	1889.7	2751.6	3181.5	4952.6	5002.9	3207.7	4274.4	4377.6
"213401_s_at"	166.6	165.6	131.7	169.5	180.1	250.7	42.7	178.2	157.6	108.4
"213402_at"	417	172.2	215.3	155.6	324.4	565.6	565.6	447.6	654.9	521.6
"213403_at"	52.3	46.8	97.3	82.5	288.5	196	305.6	95.1	88.7	123.9
"213404_s_at"	10627.7	10170.2	12078.6	11012	12506.9	8891.5	6912.9	8637	13670.3	9797.4
"213405_at"	2658.2	2779.9	3427.3	3470.9	2617	2328	1557.8	2362.1	1351.6	2152.7
"213406_at"	269.8	264.2	144.6	123.9	243.3	93.5	285	122.4	209	189.4
"213407_at"	1208.1	1402.1	1023.1	979.3	1689.8	811.6	940.6	881.6	839.6	1222
"213408_s_at"	3717.7	3612	3016.9	3178.7	4240.4	4157.7	2138.2	3591.8	2742.6	3046.6
"213409_s_at"	352.8	275.6	418.3	305.4	323.1	194.3	279.2	241.9	244.7	95.3
"213410_at"	1363	1714.1	1432.9	1856.9	1872	1603	1563	1530.7	1315	1287.5
"213411_at"	59.3	137.4	65.6	68.4	7.7	173.6	80.1	93.2	16.7	46.9
"213412_at"	18.3	19.1	22.8	20.1	34	27.1	241.2	13.7	55	46.8
"213413_at"	1654.2	990.8	2130.2	2254.5	1018.2	1660.4	1205.2	1100.6	1627.5	2578
"213414_s_at"	86914.6	59946.6	74856.3	73710.7	93618.4	95118.6	107764.9	81288.6	110129.1	87938.2
"213415_at"	43.7	35.3	137.6	115.1	11	41.9	145	150.5	69.6	5.2
"213416_at"	239.6	269.2	339.9	771.7	163.8	115.9	232.6	283.1	62.2	139
"213417_at"	265.4	568.8	156.8	362.9	124.5	392.6	150.1	762.6	967.1	587.4
"213418_at"	101.2	40.6	39.6	74.9	10.2	55.7	121.6	65.4	87.5	77
"213419_at"	933	1591	1182.9	1048.5	1907.3	1380.1	1175.8	1983.2	1512.9	1571.5
"213420_at"	734.6	886.3	791.3	968.9	1134.5	641.8	509.1	821.5	747.6	813.5
"213421_x_at"	232.4	271	472	309.1	119.6	171	679.8	242.7	167.4	223.8
"213422_s_at"	15475.3	19531.2	15747.7	12323.9	9784.4	28701.7	32230.5	26334	14081.4	24621.4
"213423_x_at"	6125.1	10138.8	9251	5425.8	10709.5	7295.8	6325.9	10377.4	8081.1	8829.1
"213424_at"	216.3	180.7	406.1	367.7	207.8	168	446.6	142.8	365.2	335.7
"213425_at"	22431.6	12031.8	15197.1	23914	20306.6	26347.8	16835.3	23345.2	31412.9	19725.7
"213426_s_at"	153.3	180.8	130.1	140.4	219	74.7	344.2	142.6	68.7	71.6
"213427_at"	885.8	1202.7	947	796.2	1256.6	395.7	688.7	730	597.6	881.7
"213428_s_at"	59256.3	50788.8	48398.8	47160.3	56193.3	80374.9	85100.6	78744.4	83245.3	68083.4
"213429_at"	10059.9	7964.6	10412.6	14268	5023.8	12604	8301.5	7988.8	9484.6	10268.5
"213430_at"	216.7	56.9	179.6	160.9	130.1	190.1	122.6	107.3	111.9	278.3
"213431_x_at"	348.6	411.3	328	262.1	350.2	631.2	85.5	429	315.5	678.1
"213432_at"	12.4	7	8	14.4	22.9	23.3	115.9	27.8	24.5	44.7
"213433_at"	256.8	336.9	245.9	267.7	217.5	433.9	180.7	350.5	466.6	192.7
"213434_at"	2678.8	3214.9	2784.6	2892.3	3037.9	1703.8	1473.6	1872.9	1454.2	2363.7
"213435_at"	3518.3	2727.3	3912.5	2554.5	3714.3	6365.6	3855.7	4250.4	4704	4935
"213436_at"	39.1	50.5	8.3	2	5.8	94.1	105.9	82.3	31.2	41.2
"213437_at"	1258.9	1076.4	863.3	901.9	617.4	1009.7	1076.6	636	1251.3	1122.8
"213438_at"	2912	2225.3	1257.9	1440.4	2309.1	3565	3152.4	3573.9	2394.5	4070.6
"213439_x_at"	362.2	109.2	142.5	31.6	162.3	147	251.7	253.8	312.9	261.6
"213440_at"	2807.2	1832	3695.3	3504.8	3587	1574	1040.1	2350.1	1999.1	2287.6
"213441_x_at"	395.8	376.8	322.9	225.4	62.9	555.3	234.1	413.7	316.1	514.8
"213442_x_at"	166.6	275.1	124.6	232	212.4	91.7	265.9	94.8	123.4	238.2
"213443_at"	56.7	74	10.3	10.9	8.4	19	412	21.9	15.5	42.3
"213444_at"	157.2	129.6	327.6	572	193.3	673.1	520.4	414.4	531.1	506.9
"213445_at"	352.1	707.6	367.3	323	501.1	822.4	534.9	784	1086.3	651.9
"213446_s_at"	1587.1	2860.6	1905.5	1496.4	1777	1093.7	860.6	2245	1573.7	1531.7
"213447_at"	502.2	1237.9	904.1	1143.3	1234.3	447.1	663.5	619.7	575.6	610.5
"213448_at"	851	714.9	748	973.6	883.7	1261.1	1425.6	1017.2	788.5	1252.8
"213449_at"	258.5	331.4	254.6	232.6	381.1	157.1	118.8	199.5	25.1	235.4
"213450_s_at"	332	355.1	392.7	41.6	186.3	318.1	940.1	477.1	116.8	588.7
"213451_x_at"	213	106.1	786.1	138.3	98.9	89.9	214.1	290.7	132.1	144.3
"213452_at"	726	792.1	897.8	946.6	616.8	427.6	741	673.9	819.5	738
"213453_x_at"	78784.3	53301.2	56151.1	52188.5	73772.8	84217.8	87135.4	74096	92398.8	66522.1
"213454_at"	921.2	915.4	744.4	796.4	887.2	546.2	792.9	683.7	621.3	312.3
"213455_at"	23894	17851.7	21507.1	20891.5	20627.8	22317.9	26044.5	19138.8	23238.5	19177
"213456_at"	12.5	9.8	9.8	4.2	14.8	11.4	245	6.8	12.6	19.5
"213457_at"	756.6	759.3	958.2	1108.2	500.7	846.1	780.4	661.1	745.5	802.7
"213458_at"	51.2	39.9	2.6	3.9	87.8	15.5	47.7	4.1	8	10.5
"213459_at"	289.2	441.4	203.8	434.2	753.1	432.2	154.4	262	599.1	196.9
"213460_x_at"	1066.7	666.2	885	1104.7	1241.8	1011.1	944.1	885.9	902.5	1068.8
"213461_at"	1079.9	1654.4	1663.9	1185.7	1670.1	775.8	1079.3	1464.1	1517.9	1315.1
"213462_at"	1008.9	1479.9	1160.7	2017.6	860.3	2815.9	1527	1820.2	2303.5	2191.4
"213463_s_at"	1285.3	1468.6	1470.6	1690.1	1094.3	1074	1190.1	1476.7	1403.9	1838.8
"213464_at"	229.4	194.3	162.3	168.4	22.2	291.1	216.9	307.6	357.5	382.9
"213465_s_at"	5999.2	6056.7	7352.1	5535.1	7028.2	5637.5	4010.2	6654.7	5880.7	6476.6
"213466_at"	111.5	62.5	48.4	61.6	109.5	217.5	198.1	230.6	179	120.2
"213467_at"	127.9	220.2	238.9	202.9	259	280.1	399.2	240.9	101.2	209.2
"213468_at"	1918.1	1578.8	987.5	1063.1	1858.8	3709.3	2576.1	3098.7	3239.4	3595.9
"213469_at"	600.4	635	725	713.6	641	592.4	389.2	609.7	696.9	491.5
"213470_s_at"	451.6	882.6	1635.3	372.9	1754.5	408.9	810.5	546.6	375.5	657.7
"213471_at"	387.2	584.1	150.3	333.5	142.5	401.3	1176.9	506	407.1	473
"213472_at"	76.1	165.1	200.8	87	359.2	76.4	204.7	62.2	106.7	81.3
"213473_at"	737.5	695.5	653.7	653.3	811.8	658.2	532.7	544.8	693.7	432.1
"213474_at"	320	493	374.1	517.3	473.9	248.9	96.5	307.8	429.3	463.9
"213475_s_at"	141.8	105.6	43.9	70.4	114.8	73.6	456.9	113	151.8	124.5
"213476_x_at"	15531.6	21569	14458.4	8956.6	19954	13270.4	15632.7	20626.3	17789.5	18192.3
"213477_x_at"	84876.6	59413.8	70233.9	65671.1	83000	91205.9	100101.9	89075.7	95498.9	76222.1
"213478_at"	3867.9	2094.8	2179.8	2052.4	2135.2	1735.5	2418.4	2304.5	2097.6	2671.8
"213479_at"	81.5	15.2	13.5	10.8	4.5	185.8	232.3	26.2	290.2	131.7
"213480_at"	2263.6	1674	3167.6	2519.2	1920.3	1959.3	2696	1988.8	2113.5	2175.4
"213481_at"	259	147	174.4	160.9	183.7	227.6	124.8	216.8	227.6	275.6
"213482_at"	35.3	16.7	41	8.5	23.4	44	257.2	86.8	124.6	69.9
"213483_at"	979.1	997.5	1283.4	1482.4	1751.9	1052	1406.3	972.4	1000	1210.3
"213484_at"	35	55.7	125	70.1	191	148.6	108.9	44.2	33.2	20.7
"213485_s_at"	1112.2	2389.2	1737.8	1669	2574.7	780.2	1130.1	843.6	703.9	1059.3
"213486_at"	259.8	251.1	203	465.5	315.1	133.7	452.4	164.5	181.6	241.9
"213487_at"	12.8	15.3	17	29.2	9.9	16.9	214.7	22.3	32.7	9.4
"213488_at"	1140.2	610.5	2945.5	2723.9	327	908.4	919.5	1326	798	972.5
"213489_at"	555.5	522.4	359.4	989.7	476	134.2	370.5	787.5	351.7	284
"213490_s_at"	1462.4	1703.3	1039	1133.8	881.9	1751.2	1692	3198.8	2983.2	2307.7
"213491_x_at"	18425.8	21878.3	25089.3	24886	26391.9	18611.3	12621.3	19503.2	19774.6	16189.2
"213492_at"	20.7	120.4	43.3	92.9	57.5	116	270.5	31.9	234.8	103.5
"213493_at"	445.2	133.2	589.1	621.6	47.5	312.8	45.3	249	202.2	192.4
"213494_s_at"	609.1	426.9	358.8	362.7	394.4	261.2	391.8	286.2	197.2	254.5
"213495_s_at"	64.6	90.1	40.8	76.4	78.1	6.3	116.1	6.8	127.4	119.7
"213496_at"	91.9	63.4	151.3	407	114.6	177.3	38.6	216.7	45.7	119
"213497_at"	846	957.5	702.2	681.4	707.1	1114.9	305	1124.6	729.4	784.7
"213498_at"	846.9	2673	625.9	375.1	746	1312.2	1392.7	2142.3	2199.2	1549.5
"213499_at"	105.5	256.3	175.7	131.8	283.9	193.9	478.2	100.6	126.3	191
"213500_at"	1100.2	633.2	728.7	1357.1	1056.9	828.1	439.7	896.6	877.6	697.1
"213501_at"	953.4	1135.9	899.1	1165.4	1177.8	1079.1	661.3	953.3	401.3	951.2
"213502_x_at"	493.9	521.9	386.8	320.7	283.3	572.3	957	276.5	558.2	425.8
"213503_x_at"	68972.8	53020.9	61114.4	53454.2	71783	72852	68395.9	74412.6	71065.2	65639.4
"213504_at"	2256.4	3062.6	2416	1910.2	2817.4	1413.7	1507.9	2792.6	2560.1	2266.3
"213505_s_at"	1529.9	1970.8	1426	2346.5	2159.8	2095.3	1724.5	1730.7	2364.8	1702.7
"213506_at"	138.7	781.1	258.9	159.5	403.3	7.5	64.2	206	21.9	8.2
"213507_s_at"	20238.9	20445.7	12123.4	14754.4	20441.3	11741.3	11214	12199.1	15799.8	14114.4
"213508_at"	1208.2	911.7	1667	2058.8	1058.9	1308.1	1134.5	1101.1	1359.8	1138.6
"213509_x_at"	3275.9	2142.7	1616.6	1829.5	1752.1	3133.9	3345.3	2411.9	3315.2	2593.3
"213510_x_at"	3541.4	4112.4	3700.5	3907	3010.9	3668.3	3594.1	3580.9	3675.6	3248
"213511_s_at"	3222.6	3300.8	2857.9	3507.8	3567.8	2881.2	2768.1	2384.5	2459.8	3030.9
"213512_at"	142.5	470.5	249.3	117.6	189.5	437	178.3	323.1	487.9	281.3
"213513_x_at"	20670.2	20018.1	21757.8	19151.4	22690.1	20051.6	18788.3	19058.6	17228.5	19965.7
"213514_s_at"	444.8	634.1	549.4	501.5	350	564.4	877.4	598	284.1	392.5
"213515_x_at"	20.7	57.1	28.4	59.8	6.4	36.1	68.5	37	260	30.3
"213516_at"	49.8	70.9	69.4	98	5.4	95.8	73.5	23.3	80.5	18.3
"213517_at"	1606.9	1216.9	890.7	1887.9	915.6	1181.6	1051.6	1161.2	1424.8	945.3
"213518_at"	2363.5	1950.2	3071.7	2992.2	3977	3103.2	3208	2232.3	1867.4	2460
"213519_s_at"	275.1	469.8	281.5	1077	23.7	32.2	258.5	210.2	308.9	319.9
"213520_at"	110.7	76.5	54.2	165.5	177.1	35.9	94.5	238.6	51.2	20.5
"213521_at"	819.2	971.7	849.2	472.7	656	730	1006.4	968.4	746.9	493.5
"213522_s_at"	132.7	96.5	9.6	129.5	76.7	75.3	397.1	68	81.1	121
"213523_at"	713.4	345.2	511.6	602.7	944.9	612	1205.7	365.3	694	611.5
"213524_s_at"	2818.4	3112.1	1193.3	974	1719.3	1424.9	3226.6	1479.6	5189.1	3615.6
"213525_at"	143.8	213.1	139	241.1	4.2	223.9	103.3	11.2	303.7	73.9
"213526_s_at"	1262	1244.3	1250.3	1029	1149.3	1358.8	1277.9	1727.3	1507.6	1205.8
"213527_s_at"	541.2	645.1	513.9	487.7	453.3	774.5	694.9	900.2	801.1	618
"213528_at"	1352.1	1022.3	390.1	976.5	783.6	477	908.3	730.9	597.9	688.7
"213529_at"	382.8	382.7	341.1	254.2	222.9	444.4	237.1	446.2	280.1	328.8
"213530_at"	2400.9	3447.2	3516.8	3554.2	2774.5	2283.4	2422	1957.3	2498.3	2767.4
"213531_s_at"	11209.4	13375.6	10302.2	9284.1	10389.3	9646.4	8641.9	7751.8	7215.6	8656.5
"213532_at"	1817.8	2225	2432.5	2303.9	1487.8	3168.3	3434.5	2541.7	2865	2935
"213533_at"	188.9	89.8	97.6	88.7	89.3	216.3	501.4	156.1	61.6	134.4
"213534_s_at"	171	175.1	124.7	97.8	7.2	69	80.8	14.5	214.4	147.9
"213535_s_at"	7644.5	9521.6	8529.6	9539	11713.4	8929.3	7283.6	9000.8	9791.9	8834.2
"213536_s_at"	105.2	141.1	63.5	51.7	136.6	39.5	89.2	106.8	25	13.4
"213537_at"	202.8	86.7	561.5	104.1	231.4	211.4	175.4	1321.8	116.2	477.9
"213538_at"	1470.2	1547.8	1314.9	1224.4	1318.3	1055.2	839	1093	1004.2	1127.2
"213539_at"	83.1	39.9	123.5	34.6	54.7	48	226.7	81.6	151.3	77.8
"213540_at"	551.3	369.8	500.3	607.5	327.4	633.4	1075.5	499.9	969.7	529.1
"213541_s_at"	257.8	43.4	262.6	1526	59.8	6	87.4	19	180.2	63.7
"213542_at"	345.3	358.3	430.6	528.4	768.9	860.5	273.6	180.9	141	113.8
"213543_at"	1372.7	1881.4	1115.5	1798	2308.2	3510.9	2074.2	3720.1	1404	3096.1
"213544_at"	59.6	76.6	49.7	81.2	143.4	26.1	119.9	11.1	14.2	21.2
"213545_x_at"	6580.1	5804.7	8200	7548.8	8069.6	5771.1	4989.1	6111.5	5168.5	4982.4
"213546_at"	784.1	497.4	552.4	1200.6	390.8	421	584.7	337.4	279.7	479
"213547_at"	831.5	375.5	807.8	1791.9	805.2	654.6	1043.2	649.9	585.4	800.5
"213548_s_at"	1283.4	3044.2	2240.9	1234.6	2675.6	920.4	608.8	2555.1	2356.8	1999.4
"213549_at"	3153.5	1627.4	2059.7	1886.9	1288.7	2158.2	913.6	1585.8	965.8	1561.9
"213550_s_at"	408.8	241.5	283.1	344.3	201.7	131.5	111.8	11	353.7	165.4
"213551_x_at"	1076.9	1096.7	1049.2	1682.2	807.5	1844.6	1812.8	1259.1	1648.8	1183.8
